course_title,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
ST: CREATIVE PROCESS II,FASH,194N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '126N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,526
RELIGION-POLITICS,REST,230L,,,Liberal Arts LA,School of Liberal Arts LA,3,527
COM INTERNSHIP,COM,362N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,8,528
CORP SOCIAL RESPONSIBILITY,BUS,341N,,,Mgt.Studies* MG,Management Studies MG,3,529
SHAKESPEARE'S ITALY,LIT,315L,,,Liberal Arts LA,School of Liberal Arts LA,3,530
FIGURE DRAWING,ART,212N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '110N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,531
SYMPHONIC BAND,MUS,236N,,,Communication and The Arts CO,School Communication Arts CO,1,532
CONSULT IN SCHOOL,PSYH,602L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '505L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,3,533
SOCIAL ETHICS+ECON,REST,231L,,,Liberal Arts LA,School of Liberal Arts LA,3,534
LDRSHP+MGTMNT IN NONPRFT ORG,ECON,335L,,,Management SM,School of Management SM,3,535
LDM COM INTERNSHIP,COM,363N,,,Communication and The Arts CO,School Communication Arts CO,3,536
GLOBAL FINANCIAL MARKETS,BUS,363N,,,Management SM,School of Management SM,3,537
TEXTILES,FASH,200N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,538
RESEARCH IN COUN,COUN,505L,,,Mental Health Counseling BH,Mental Health Counseling BH,3,539
ST:GLOBAL ECON IN EUROPE,ECON,392L,,,Management SM,School of Management SM,3,540
WIND SYMPHONY,MUS,237N,,,Communication and The Arts CO,School Communication Arts CO,1,541
GRAPH DESIGN I:TYPOGRAPHY+DES,ART,215N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,542
JUDAEO-CHRIST SCRIPT,REST,300L,,,Liberal Arts LA,School of Liberal Arts LA,3,543
AFRICAN AMERICAN HIST,HIST,234L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'History', '101L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,544
SCH PSYC PRACT I,PSYH,610N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '600L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '601L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '616L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '617L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,1,545
LIFESPAN DEVELOPMENT,COUN,510L,,,Mental Health Counseling BH,Mental Health Counseling BH,3,546
ENTREPRENEURSHIP,BUS,364N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Accounting', '204N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,547
WOMEN IN RELIGION,REST,316L,,,Liberal Arts LA,School of Liberal Arts LA,3,548
GLOBAL MEDIA STRATEGY,COM,364L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '262L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Communication', '204L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Communication', '300L', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,549
PHYSICS IN THE ARTS,ART,216L,,,Communication and The Arts CO,School Communication Arts CO,3,550
MYSTERIOUS PEOPLE OF ANC ITALY,HIST,238L,,,Liberal Arts LA,School of Liberal Arts LA,3,551
POP MUS AMER,MUS,242L,,,Communication and The Arts CO,School Communication Arts CO,3,552
DESIGN STUDIO TECH,FASH,210N,,,Communication and The Arts CO,School Communication Arts CO,3,553
FNDN+ETHIC OF COUN,COUN,600L,,,Mental Health Counseling BH,Mental Health Counseling BH,3,554
DEVLP PSYCHOLOGY,PSYH,612L,,,MA School Psychology BZ,MA School Psychology BZ,3,555
HIST-PHOTOGRAPHY,ART,220L,,,Communication and The Arts CO,School Communication Arts CO,3,556
FINANCIAL MARKETS,ECON,422L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,557
ST:ETHICS+FIN REGULATIONS,BUS,369L,,,Management SM,School of Management SM,3,558
MARRIAGE & FAMILY,REST,335L,,,Liberal Arts LA,School of Liberal Arts LA,3,559
COUN THEORY+PRAC,COUN,610L,,,Mental Health Counseling BH,Mental Health Counseling BH,3,560
INTRO AFRICAN DIASPORA,HIST,242L,,,Liberal Arts LA,School of Liberal Arts LA,3,561
ISS IN SPORTS MEDIA,COM,365L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '102L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,562
COGNITIVE ASSESSMENT,PSYH,616L,,,MA School Psychology BZ,MA School Psychology BZ,3,563
FASHION STYLING,FASH,211N,,,Communication and The Arts CO,School Communication Arts CO,3,564
CROSSCULTURAL COM IN WORKPLACE,BUS,370N,,,Mgt.Studies* MG,Management Studies MG,3,565
MULTICULTURAL COUN,COUN,611L,,,Mental Health Counseling BH,Mental Health Counseling BH,3,566
GUITAR ENSEMBLE,MUS,244N,,,Communication and The Arts CO,School Communication Arts CO,1,567
ST:THE RELIGION+AMERICAN CULTR,REST,389L,,,Liberal Arts LA,School of Liberal Arts LA,3,568
INTRO TO COMPARATIVE POLITICS,POSC,111L,,,Liberal Arts LA,School of Liberal Arts LA,3,569
ANCIENT GREECE,HIST,244L,,,Liberal Arts LA,School of Liberal Arts LA,3,570
17th CENTURY ART,ART,224L,,,Communication and The Arts CO,School Communication Arts CO,3,571
FASHION COMMUNICATION,FASH,214L,,,Communication and The Arts CO,School Communication Arts CO,3,572
COUN TECHNIQUES,COUN,612L,,,Mental Health Counseling BH,Mental Health Counseling BH,3,573
PERCUSSION ENSEMBLE,MUS,245N,,,Communication and The Arts CO,School Communication Arts CO,1,574
BUSINESS INTERNSHIP,BUS,378N,,,Management SM,School of Management SM,4,575
ST: LIFE & MEANING,REST,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,576
"SOCIAL,EMOT & BEHAV ASSESSTMNT",PSYH,618L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '616L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '617L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,3,577
ANCIENT ROME,HIST,247L,,,Liberal Arts LA,School of Liberal Arts LA,3,578
INTRO POLITICAL THEORY,POSC,112L,,,Liberal Arts LA,School of Liberal Arts LA,3,579
INTRO DIGIT MEDIA,ART,231L,,,Communication and The Arts CO,School Communication Arts CO,3,580
INTERNATION ECON,ECON,442L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '104L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '101L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,581
HIST MUSIC INDSTRY,MUS,247L,,,Communication and The Arts CO,School Communication Arts CO,3,582
MEDIEVAL EUROPE,HIST,248L,,,Liberal Arts LA,School of Liberal Arts LA,3,583
BEHIND THE SPREADSHEET,FASH,215N,,,Communication and The Arts CO,School Communication Arts CO,1,584
MOBILE CONSUMER,COM,368N,,,Communication and The Arts CO,School Communication Arts CO,3,585
ST:INTRO/MED/CHRIST CULTURE,REST,393L,,,Liberal Arts LA,School of Liberal Arts LA,3,586
FAMILY+CPLS COUN,COUN,615L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'MA CMH Counseling', '600L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '610L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '612L', 'Graduate', 'C', '']]",Mental Health Counseling BH,Mental Health Counseling BH,3,587
INTERNATIONAL RELATIONS,POSC,113L,,,Liberal Arts LA,School of Liberal Arts LA,3,588
INDIVIDUAL COUNSELING,PSYH,705L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '600L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '511L', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - School Psychology', '607L', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,3,589
EARLY MOD EUROPE,HIST,249L,,,Liberal Arts LA,School of Liberal Arts LA,3,590
BUSINESS LAW I,BUS,380N,,,Management SM,School of Management SM,3,591
ST:GAME THEORY,ECON,492L,,,Management SM,School of Management SM,3,592
HIST MOT PICT MUSIC,MUS,248L,,,Communication and The Arts CO,School Communication Arts CO,3,593
INTRO TO SOC WORK,SOCW,230L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Sociology', '101L', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,594
PUBLIC RELATIONS CASE STDS,COM,371L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '211L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Communication', '212L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,595
PRINCIPLES OF MICROECON INTENS,IECO,103L,,,Management SM,School of Management SM,4,596
INTERNSHIP IN SCH PSYC 1,PSYH,710N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - School Psychology', '611N', 'Graduate', 'C', '']]",MA School Psychology BZ,MA School Psychology BZ,3,597
BUSINESS LAW II,BUS,381N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '380N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,598
ST:PUBLIC SERVICE CAREERS,POSC,191N,,,Liberal Arts LA,School of Liberal Arts LA,1,599
MODERN EUROPE,HIST,252L,,,Liberal Arts LA,School of Liberal Arts LA,3,600
CALCULUS FOR BUS & ECON,IECO,205N,,,Management SM,School of Management SM,4,601
DIGITAL ANIMATION I,ART,235N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,602
METHODS INC SECOND EDU,MATA,508N,,,MA Teaching BT,MA in Teaching BT,3,603
COUN INTERNSHIP I,COUN,710N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'MA CMH Counseling', '600L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '610L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '612L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '507L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '613L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '700L', 'Graduate', 'C', ''], ['And', '', '', '', 'MA CMH Counseling', '617L', 'Graduate', 'C', '']]",Mental Health Counseling BH,Mental Health Counseling BH,3,604
LGL FOUND OF BUS,BUS,382N,,,Management SM,School of Management SM,3,605
"ST:STATE, POWER & CONFLICT",POSC,192L,,,Liberal Arts LA,School of Liberal Arts LA,3,606
ST:DISNEY STRATEGY ACADEMY,COM,383L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '220L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,607
MC FRESH TREBLE CHOIR,MUS,252N,,,Communication and The Arts CO,School Communication Arts CO,1,608
FOUNDATIONS OF EDUCATION,EDUC,101L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,609
WOMEN IN ASIA,HIST,267L,,,Liberal Arts LA,School of Liberal Arts LA,3,610
DB DEC MAKING FOR CURR & INST,MATA,565L,,,MA Teaching BT,MA in Teaching BT,3,611
DOMESTIC VIOLENCE PREVENTION,SOCW,326L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,612
INTERM PHOTO,ART,240N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '145N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,613
"SUSTAIN: SCI, POL ECON, BUS",MGMT,259N,,,Professional Programs PP,Professional Programs PP,3,614
"GENDER,CULT,COMM",COM,400L,,,Communication and The Arts CO,School Communication Arts CO,3,615
MC CHAPEL CHOIR,MUS,253N,,,Communication and The Arts CO,School Communication Arts CO,1,616
COLONIAL LATIN AMERICA,HIST,273L,,,Liberal Arts LA,School of Liberal Arts LA,3,617
ENVIRON POLITICS+POLICY,POSC,202L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Environmental Science', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '110L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,618
EDU ASSESSMENT & EVAL,MATA,605L,,,MA Teaching BT,MA in Teaching BT,3,619
MEDIEVAL ART,ART,245L,,,Communication and The Arts CO,School Communication Arts CO,3,620
WOMEN & EQUALITY:POLICY,MGMT,266N,,,Professional Programs PP,Professional Programs PP,3,621
MC CHAMBER SINGERS,MUS,256N,,,Communication and The Arts CO,School Communication Arts CO,1,622
SOC SERV THEO/PRA,SOCW,330L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '230L', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,623
HIS OF SCI: ANTIQ TO 1700,HIST,276L,,,Liberal Arts LA,School of Liberal Arts LA,3,624
ST:THE BUSINESS OF HEALTHCARE,BUS,383L,,,Management SM,School of Management SM,3,625
METHODS INC SECONDARY EDU II,MATA,606N,,,MA Teaching BT,MA in Teaching BT,3,626
CAPPING COURSE,COM,401L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '200L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,627
US CONSTIT LAW:NAT POWERS,POSC,210L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Political Science', '110L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,628
ST:CHAMBER STRINGS,MUS,291N,,,Communication and The Arts CO,School Communication Arts CO,1,629
CROSSROADS OF FAITH,ART,248L,,,Communication and The Arts CO,School Communication Arts CO,3,630
BEYOND MODERN CAPITALISM,MGMT,286N,,,Professional Programs PP,Professional Programs PP,3,631
TRANS COMUTY BASED LEARNING,MATA,610L,,,MA Teaching BT,MA in Teaching BT,3,632
INTRO TO TEACHING,EDUC,102N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,633
MODERN AFRICA,HIST,280L,,,Liberal Arts LA,School of Liberal Arts LA,3,634
APPAREL DEVELOPMENT I,FASH,230N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '210N', 'Undergraduate', 'C', '']]",Communication and The Arts CO,School Communication Arts CO,3,635
SOCWELFAR/POL-ANA,SOCW,344L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Sociology', '101L', 'Undergraduate', 'C+', ''], ['And', '', '', '', 'Social Work', '230L', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,636
CHORAL ACTIVITY,MUS,299N,,,Communication and The Arts CO,School Communication Arts CO,1,637
CHINESE ART,ART,256L,,,Communication and The Arts CO,School Communication Arts CO,3,638
CITIZENS+POLITICAL ORGANIZ,POSC,212L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Political Science', '110L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,639
DOING BUS IN THE EU,MGMT,376N,,,Professional Programs PP,Professional Programs PP,3,640
RESEARCH:THEORY & APPLICATION,MATA,660L,,,MA Teaching BT,MA in Teaching BT,3,641
OPERATIONS MGT,BUS,388N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Accounting', '204N', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,642
ITALY'S CONTRIBUTION MOD SCI,HIST,281L,,,Liberal Arts LA,School of Liberal Arts LA,3,643
HUM BEH-SOC ENV,SOCW,345L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '230L', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,644
AMERICAN ART,ART,280L,,,Communication and The Arts CO,School Communication Arts CO,3,645
PRIVATE STUDIO:BRASS,MUS,320N,,,Communication and The Arts CO,School Communication Arts CO,1,646
MARIST ABROAD PRO,MAP,300N,,,Registrar RG,Registrar RG,15,647
EXCURS-CLASSICAL,MATH,110L,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,648
TEACH ENG LANG LEARNERS,EDUC,115N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '101L', 'Undergraduate', 'C+', ''], ['Or', '', '', '', 'Honors', '395L', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,649
ALCOHOLSM/FAMILY,SOCW,350L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,650
HIST OF COSTUME,ART,281L,,,Communication and The Arts CO,School Communication Arts CO,3,651
ST:INTELLECTUAL HISTORY,HIST,293L,,,Liberal Arts LA,School of Liberal Arts LA,3,652
POLIT-HUMAN RGTS,POSC,213L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Political Science', '112L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '113L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,653
COM INTERNSHIP,COM,404N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,2,654
APPAREL DEVLOPMENT II,FASH,231N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '230N', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Fashion', '140N', 'Undergraduate', 'C', '']]",Communication and The Arts CO,School Communication Arts CO,3,655
ST: HATE CRIME,SOCW,392L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,656
CALC:MGMT APPLCTN,MATH,115L,,,Computer Science/ Mathematics CC,School Computer Sci/ Math CC,3,657
ST:HIST OF SPANISH ART,ART,289L,,,Communication and The Arts CO,School Communication Arts CO,2,658
ST:PRE-MODERN JAPAN,HIST,294L,,,Liberal Arts LA,School of Liberal Arts LA,3,659
CLASS POLIT THGHT,POSC,232L,,,Liberal Arts LA,School of Liberal Arts LA,3,660
COM INTERNSHIP,COM,405N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,5,661
